input,response_category,response
please what is my fee structure for B.Com please,fees_student,"Your fee structure depends on B.Com, year and semester. It typically includes tuition, exam, and facility charges; hostel/transport are optional if applicable."
update my phone number asap please now,general,"Go to My Profile → Edit and update your phone number, then verify if required."
collection report Mar 2025 please now,fees_admin,The Mar 2025 collection report shows paid vs pending and method-wise breakdowns.
list overdue students for B.Tech IT for me asap?,fees_admin,You can view overdue accounts by program/year/semester in Fees → Overdue. Export is available for reporting.
how to pay using CARD please asap,fees_student,"To pay using CARD, open Fees → Pay Now, select CARD, confirm amount, and complete authorization. Save the transaction reference for tracking."
export pending fees list!!,fees_admin,"Use Fees → Overdue, filter by BBA, then Export to CSV."
Wipro drive time asap,placement_student,Check Placements → Drives → Wipro for criteria and schedule.
generate hall tickets asap now please,exams_admin,Hall tickets can be generated once eligibility is computed. Tickets include QR and room allocation per subject.
library payment failed please,fees_student,Check Fees → Dues for your library status and due date. Pay before the due date to avoid fines.
block room E-226 on 2023-05-07 for me now,classroom_admin,Blocking a room marks it unavailable for the selected date/time range and prevents new allocations.
please what is my fee structure for B.Com?,fees_student,"Your fee structure depends on B.Com, year and semester. It typically includes tuition, exam, and facility charges; hostel/transport are optional if applicable."
can you update fine policy please,fees_admin,"Update the fine policy parameters (grace period, daily rate, caps) and publish. The system will apply it to overdue accounts."
is the lab available at 11:45!! please,classroom_student,Lab availability depends on existing allocations. Ask faculty/admin to raise a room request for 11:45.
please download receipt please asap,fees_student,Open Fees → Receipts/Statements and download your receipt for the selected term.
today lab due? please,fees_student,Check Fees → Dues for your lab status and due date. Pay before the due date to avoid fines.
generate collection report for Dec 2022 for me asap,fees_admin,The collection report summarizes paid vs pending by category and method for Dec 2022.
i want to when is my fee due now,fees_student,"Your next due date is 2024-09-15. If you miss it, a daily late fine may apply after any grace period."
create exam session for AY 2025–2026 • Even Sem now now,exams_admin,"Create the session, add subjects, set windows, publish timetable, then generate hall tickets and room requests."
how to pay using CASH asap,fees_student,"To pay using CASH, open Fees → Pay Now, select CASH, confirm amount, and complete authorization. Save the transaction reference for tracking."
hostel payment failed please!!,fees_student,Download your hostel receipt from Fees → Receipts after payment success.
update fine policy for me asap,fees_admin,"Update the fine policy parameters (grace period, daily rate, caps) and publish. The system will apply it to overdue accounts."
help asap?,general,"I can help you with fees, exams, placements, timetable/rooms, and notifications. Tell me what you need."
reconcile payments for Nov 2022!!,fees_admin,Reconciliation compares gateway references vs posted receipts and flags mismatches for review.
update fine policy asap,fees_admin,"Update the fine policy parameters (grace period, daily rate, caps) and publish. The system will apply it to overdue accounts."
i want to block room C-278 on 2026-01-04? please,classroom_admin,Blocking a room marks it unavailable for the selected date/time range and prevents new allocations.
exam eligibility report asap??,exams_admin,Eligibility report lists ineligible students with reasons (attendance/fees) and supports export.
maintenance schedule for B-278 for me asap,classroom_admin,Set the room status to MAINTENANCE and define the blocked time window. Notifications can be sent to affected timetables.
export data for me please,general,"Most dashboards support export to CSV. Choose filters first, then click Export."
what is phishing for me??,technology,"Phishing is a scam that tricks you into revealing credentials or installing malware, often via fake emails or links."
update my phone number asap asap asap please,general,"Go to My Profile → Edit and update your phone number, then verify if required."
